,location,beds,size_sqft,bath,balcony,price
7284,Kanakpura Road,3 BHK,1691.2,3.0,1.0,115000.0
7285,Ramagondanahalli,2 BHK,1215.0,2.0,1.0,46100.0
7286,Kanakpura Road,2 BHK,1155.0,2.0,0.0,50125.0
7287,Hoodi,3 BHK,1639.0,3.0,2.0,129000.0
7288,Sarjapur  Road,3 BHK,1685.0,3.0,1.0,135000.0
7289,Kaveri Nagar,5 BHK,1008.0,4.0,2.0,180000.0
7290,Hormavu,2 BHK,1100.0,2.0,3.0,38000.0
7291,Marathahalli,3 BHK,2122.0,3.0,2.0,125000.0
7292,Vasanthapura,2 BHK,1050.0,2.0,2.0,47000.0
7293,Kengeri,2 BHK,1230.0,2.0,2.0,45000.0
7294,5th Phase JP Nagar,3 BHK,1240.0,3.0,2.0,60000.0
7295,Electronic City Phase II,3 BHK,1252.0,2.0,3.0,65000.0
7296,Canara Bank Colony,3 BHK,1374.0,2.0,2.0,88000.0
7297,8th Phase JP Nagar,1 BHK,500.0,1.0,1.0,30000.0
7298,Arekere,8 BHK,1200.0,8.0,2.0,225000.0
7299,Hebbal,3 BHK,1355.0,3.0,2.0,83870.0
7300,Banashankari,2 BHK,1040.0,2.0,3.0,45000.0
7301,Sarjapur  Road,2 BHK,1350.0,2.0,2.0,68000.0
7302,Whitefield,4 BHK,4003.0,6.0,3.0,300000.0
7303,Hennur,3 BHK,2400.0,3.0,,135000.0
7304,Haralur Road,3 BHK,1560.0,3.0,1.0,90000.0
7305,Anandapura,2 BHK,1151.0,2.0,1.0,43160.0
7306,Uttarahalli,3 BHK,1360.0,2.0,2.0,47590.0
7307,Crimson Layout,2 BHK,1250.0,2.0,2.0,60000.0
7308,Chandapura,3 BHK,1110.0,2.0,2.0,29970.0
7309,Hennur Road,2 BHK,1015.0,2.0,2.0,50000.0
7310,Kadugodi,3 BHK,1351.0,2.0,2.0,78000.0
7311,Yelahanka New Town,2 BHK,960.0,2.0,2.0,50000.0
7312,Virat Nagar,2 BHK,1110.0,2.0,2.0,52000.0
7313,R.T. Nagar,3 BHK,1680.0,3.0,2.0,72000.0
7314,Arekere,3 BHK,2400.0,3.0,1.0,180000.0
7315,Yemlur,4 BHK,11000.0,5.0,3.0,2000000.0
7316,Ramamurthy Nagar Extension,3 BHK,1350.0,3.0,2.0,48600.0
7317,Horamavu Banaswadi,2 BHK,1254.0,2.0,2.0,47000.0
7318,Haralur Road,3 BHK,1255.0,3.0,2.0,115000.0
7319,CV Raman Nagar,2 BHK,1051.0,2.0,3.0,61000.0
7320,"2nd phase jp nagar, jp nagar",3 BHK,1200.0,3.0,1.0,205000.0
7321,Uttarahalli,2 BHK,1099.0,2.0,2.0,65000.0
7322,Hebbal,3 BHK,2650.0,4.0,3.0,199000.0
7323,Mathikere Extension,4 BHK,2000.0,2.0,1.0,160000.0
7324,Yeshwanthpur,2 BHK,1541.0,2.0,2.0,130000.0
7325,Sarjapur  Road,3 BHK,1200.0,3.0,2.0,70000.0
7326,Whitefield,2 BHK,1125.0,2.0,2.0,45000.0
7327,Vittasandra,3 BHK,1650.0,3.0,2.0,85000.0
7328,Ashwini layout,1 BHK,834.0,1.0,1.0,62000.0
7329,Gollarapalya Hosahalli,3 BHK,1320.0,3.0,2.0,60000.0
7330,Malleshpalya,3 BHK,1200.0,3.0,1.0,149000.0
7331,Indra Nagar,8 BHK,1000.0,7.0,0.0,160000.0
7332,Mysore Road,3 BHK,1500.0,3.0,2.0,74000.0
7333,Whitefield,4 BHK,4400.0,5.0,2.0,500000.0
7334,Kanakpura Road,1 BHK,2.0,1.0,0.0,125000.0
7335,Moodalapalya,1 BHK,600.0,1.0,0.0,52000.0
7336,Whitefield,2 BHK,1180.0,2.0,2.0,70000.0
7337,Kadugodi,2 BHK,1010.0,2.0,1.0,50000.0
7338,Channasandra,2 BHK,1070.0,2.0,1.0,38000.0
7339,Choodasandra,3 BHK,1580.0,3.0,3.0,105000.0
7340,BEML Layout 5th Stage,4 BHK,1200.0,5.0,,325000.0
7341,Green Glen Layout,3 BHK,2000.0,3.0,,165000.0
7342,Iblur Village,3 BHK,1920.0,3.0,2.0,130000.0
7343,Sanjay nagar,3 BHK,1200.0,2.0,1.0,76000.0
7344,Kalena Agrahara,2 BHK,1040.0,2.0,2.0,45000.0
7345,Hulimavu,3 BHK,1430.0,2.0,2.0,90000.0
7346,Uttarahalli,3 BHK,1215.0,2.0,2.0,52850.0
7347,Domlur,1 BHK,650.0,1.0,1.0,70000.0
7348,Thanisandra,3 BHK,1564.0,3.0,1.0,105000.0
7349,Manonarayanapalya,3 BHK,800.0,2.0,1.0,52000.0
7350,Hormavu,2 BHK,750.0,2.0,0.0,58000.0
7351,Kasavanhalli,2 BHK,1200.0,2.0,2.0,60000.0
7352,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,1.0,48790.0
7353,Begur Road,2 BHK,1200.0,2.0,2.0,44400.0
7354,Cholanayakanahalli,4 BHK,2000.0,4.0,1.0,135000.0
7355,Jakkur Plantation,3 BHK,2750.0,3.0,,260000.0
7356,4th T block Jayanagar,4 BHK,2400.0,4.0,2.0,480000.0
7357,Yelahanka,3 BHK,1650.0,3.0,3.0,105000.0
7358,1st Block Jayanagar,2 BHK,1235.0,2.0,2.0,148000.0
7359,Yelahanka,2 BHK,1200.0,2.0,2.0,55000.0
7360,M V Extenstion,6 BHK,900.0,5.0,,100000.0
7361,Kengeri Satellite Town,2 BHK,985.0,2.0,2.0,42000.0
7362,Ramagondanahalli,3 BHK,1475.0,2.0,2.0,63000.0
7363,Hebbal,3 BHK,3450.0,5.0,0.0,348000.0
7364,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,53990.0
7365,Canara Bank Colony,2 BHK,900.0,2.0,3.0,35000.0
7366,Gottigere,4 BHK,2500.0,3.0,2.0,120000.0
7367,GM Palaya,2 BHK,1030.0,2.0,1.0,60000.0
7368,Kamdhenu Nagar,2 BHK,1000.0,2.0,1.0,46000.0
7369,Sarjapur  Road,4 BHK,3800.0,3.0,3.0,325000.0
7370,Kasavanhalli,4 BHK,4260.0,4.0,2.0,333000.0
7371,Brookefield,5 BHK,1950.0,6.0,3.0,175000.0
7372,Kudlu,3 BHK,1570.0,2.0,2.0,65940.0
7373,Kanakapura,2 BHK,1283.0,2.0,2.0,68000.0
7374,Electronic City Phase II,3 BHK,875.0,2.0,2.0,40000.0
7375,Vinayaka Nagar,2 BHK,1200.0,2.0,2.0,52000.0
7376,HAL 2nd Stage,3 BHK,2700.0,3.0,0.0,500000.0
7377,Konanakunte,3 BHK,2400.0,2.0,3.0,180000.0
7378,Kathriguppe,3 BHK,1250.0,2.0,2.0,68750.0
7379,Old Madras Road,4 BHK,3630.0,6.0,1.0,196000.0
7380,Yelahanka,2 BHK,990.0,2.0,2.0,37620.0
7381,Panathur,2 BHK,1199.0,2.0,1.0,85000.0
7382,Brindavan Nagar,2 BHK,1280.0,2.0,2.0,90000.0
7383,1st Block Jayanagar,4 BHK,2750.0,4.0,0.0,413000.0
7384,Reliaable Tranquil Layout,2 BHK,1190.0,2.0,1.0,55000.0
7385,Yelachenahalli,2 BHK,1100.0,2.0,2.0,60000.0
7386,RMV,3 BHK,2075.0,3.0,1.0,175000.0
7387,Harlur,2 BHK,1133.0,2.0,1.0,55000.0
7388,Somasundara Palya,4 BHK,2400.0,3.0,3.0,140000.0
7389,Whitefield,2 BHK,1280.0,2.0,2.0,69000.0
7390,Horamavu Agara,3 BHK,1250.0,3.0,2.0,65000.0
7391,Begur Road,3 BHK,1565.0,2.0,2.0,49300.0
7392,Pattanagere,3 BHK,1900.0,3.0,0.0,65000.0
7393,Munnekollal,2 BHK,1080.0,2.0,2.0,45000.0
7394,Battarahalli,1 BHK,600.0,1.0,0.0,47000.0
7395,Himagiri Meadows,3 BHK,1240.0,4.0,1.0,180000.0
7396,HRBR Layout,3 BHK,1335.0,2.0,1.0,87000.0
7397,Vittasandra,2 BHK,1246.0,2.0,1.0,67300.0
7398,JP Nagar,3 BHK,3496.5,,,237500.0
7399,Sarjapur  Road,3 BHK,1385.0,3.0,1.0,55000.0
7400,Govindpura,3 BHK,1578.0,3.0,1.0,73900.0
7401,HSR Layout,2 BHK,1140.0,2.0,2.0,46000.0
7402,Sarjapur  Road,3 BHK,1700.0,3.0,1.0,79900.0
7403,Ganganahalli,4 BHK,1050.0,4.0,0.0,90000.0
7404,Vidyaranyapura,2 BHK,1120.0,2.0,1.0,70000.0
7405,Electronic City,1 BHK,435.0,1.0,1.0,22000.0
7406,Magadi Road,2 BHK,1116.0,2.0,1.0,51890.0
7407,Old Madras Road,3 BHK,1480.0,3.0,2.0,95000.0
7408,Hormavu,2 BHK,1000.0,2.0,2.0,50000.0
7409,HSR Layout,2 BHK,1145.0,2.0,2.0,46000.0
7410,Bommasandra,2 BHK,800.0,1.0,1.0,32000.0
7411,Thanisandra,2 BHK,1265.0,2.0,1.0,83000.0
7412,Devanahalli,3 BHK,1700.0,3.0,0.0,88200.0
7413,Narayanappa Garden,2 BHK,1475.0,2.0,1.0,70000.0
7414,BTM 2nd Stage,2 BHK,1265.0,2.0,2.0,55000.0
7415,Anandapura,2 BHK,1200.0,2.0,0.0,58000.0
7416,1st Phase JP Nagar,3 BHK,2180.0,3.0,2.0,210000.0
7417,Brookefield,2 BHK,1080.0,2.0,3.0,50000.0
7418,Whitefield,3 BHK,2023.0,4.0,2.0,130000.0
7419,Hanumantha Nagar,2 BHK,2400.0,2.0,3.0,125000.0
7420,Kadubeesanahalli,3 BHK,1545.0,2.0,2.0,66000.0
7421,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,166000.0
7422,3rd Block Hrbr Layout,2 BHK,1200.0,2.0,1.0,200000.0
7423,6th Phase JP Nagar,3 BHK,1350.0,2.0,,58000.0
7424,Hoodi,2 BHK,1108.0,2.0,1.0,74230.0
7425,Marathahalli,3 BHK,1730.0,3.0,2.0,115000.0
7426,RWF West Colony,3 BHK,1427.0,2.0,3.0,70000.0
7427,Yelahanka,2 BHK,935.0,2.0,1.0,35530.0
7428,Sarjapura - Attibele Road,2 BHK,1073.0,2.0,2.0,31770.0
7429,Ananth Nagar,2 BHK,960.0,2.0,3.0,37000.0
7430,Thigalarapalya,3 BHK,2215.0,4.0,2.0,150000.0
7431,Electronic City Phase II,2 BHK,1125.0,2.0,1.0,32490.000000000004
7432,Brookefield,2 BHK,1230.0,2.0,3.0,55000.0
7433,Mahadevpura,2 BHK,1438.0,2.0,,89000.0
7434,7th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,75000.0
7435,Hebbal Kempapura,3 BHK,1200.0,3.0,,125000.0
7436,Marathahalli,2 BHK,1200.0,1.0,1.0,103000.0
7437,Uttarahalli,3 BHK,1590.0,3.0,2.0,58000.0
7438,Seetharampalya,3 BHK,1350.0,3.0,2.0,68000.0
7439,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,48000.0
7440,Kaggadasapura,3 BHK,1560.0,2.0,3.0,72000.0
7441,Mallasandra,4 BHK,1810.0,3.0,2.0,57000.0
7442,Kanaka Nagar,3 BHK,2274.24,4.0,1.0,160000.0
7443,Sonnenahalli,3 BHK,1484.0,3.0,1.0,74180.0
7444,Indira Nagar,3 BHK,1650.0,3.0,3.0,220000.0
7445,Stage-4 Bommanahalli,3 BHK,1455.0,2.0,2.0,55000.0
7446,Thanisandra,3 BHK,2280.0,4.0,2.0,184000.0
7447,Rest House Road,5 BHK,4900.0,5.0,,980000.0
7448,Frazer Town,3 BHK,2079.0,3.0,3.0,220000.0
7449,Bharathi Nagar,2 BHK,1351.0,2.0,2.0,74000.0
7450,Kanakpura Road,3 BHK,1223.0,2.0,2.0,42810.0
7451,KR Puram,3 BHK,1430.0,2.0,1.0,61000.0
7452,Whitefield,4 BHK,3589.0,5.0,0.0,400000.0
7453,Electronic City Phase II,3 BHK,1310.0,2.0,2.0,37830.0
7454,Channasandra,4 BHK,1800.0,4.0,1.0,300000.0
7455,Giri Nagar,4 BHK,1120.0,4.0,2.0,175000.0
7456,Sarjapur  Road,2 BHK,984.0,2.0,1.0,55000.0
7457,Jalahalli,3 BHK,1770.0,3.0,3.0,100000.0
7458,Immadihalli,2 BHK,900.0,3.0,1.0,105000.0
7459,Ramamurthy Nagar,5 BHK,1350.0,5.0,1.0,120000.0
7460,Bhoganhalli,2 BHK,1447.0,2.0,1.0,75970.0
7461,Margondanahalli,2 BHK,1140.0,2.0,1.0,60000.0
7462,Bommanahalli,2 BHK,1170.0,2.0,3.0,34000.0
7463,Poorna Pragna Layout,2 BHK,1160.0,2.0,2.0,46390.0
7464,Kanakpura Road,2 BHK,1296.0,2.0,1.0,89000.0
7465,Kempapura,3 BHK,1570.0,3.0,2.0,80000.0
7466,Nagappa Reddy Layout,3 BHK,1495.0,2.0,2.0,65000.0
7467,Hoodi,3 BHK,1530.0,2.0,2.0,67000.0
7468,Rajaji Nagar,5 BHK,900.0,4.0,0.0,140000.0
7469,Gunjur,3 BHK,1800.0,3.0,1.0,70000.0
7470,Bellandur,2 BHK,1088.0,2.0,2.0,48000.0
7471,Hosa Road,3 BHK,1533.0,3.0,1.0,98180.0
7472,Rachenahalli,2 BHK,1100.0,2.0,1.0,68000.0
7473,Thubarahalli,3 BHK,1540.0,3.0,3.0,90000.0
7474,Hebbal,2 BHK,1244.0,3.0,,48000.0
7475,Hosa Road,2 BHK,1040.0,2.0,1.0,68590.0
7476,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,1034.0,6.0,2.0,101000.0
7477,Begur Road,2 BHK,1260.0,2.0,1.0,39690.0
7478,Uttarahalli,2 BHK,1180.0,2.0,1.0,41300.0
7479,Thigalarapalya,2 BHK,1245.0,2.0,2.0,100000.0
7480,Dollars Colony,3 BHK,1350.0,3.0,0.0,75000.0
7481,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56000.0
7482,Alur,1 BHK,470.0,2.0,1.0,10000.0
7483,Vijayanagar,2 BHK,920.0,2.0,2.0,60000.0
7484,Vijay Nagar,6 BHK,2300.0,7.0,0.0,160000.0
7485,Sarjapur,2 BHK,1124.0,2.0,1.0,30350.0
7486,Yelahanka New Town,4 BHK,2095.0,3.0,1.0,109000.0
7487,Begur Road,2 BHK,1100.0,2.0,1.0,71420.0
7488,Vijayanagar,2 BHK,1019.0,2.0,1.0,58000.0
7489,Harlur,3 BHK,1756.0,3.0,2.0,128000.0
7490,Bommasandra,3 BHK,1280.0,3.0,1.0,50000.0
7491,Kenchenahalli,4 BHK,1200.0,3.0,2.0,125000.0
7492,Indira Nagar,3 BHK,1700.0,3.0,2.0,150000.0
7493,Whitefield,3 BHK,2134.0,4.0,2.0,118000.0
7494,Hosa Road,2 BHK,1369.1,2.0,1.0,98000.0
7495,Subramanyapura,3 BHK,600.0,3.0,1.0,69000.0
7496,Hennur Bande,3 BHK,1313.0,4.0,,150000.0
7497,Carmelaram,3 BHK,2515.0,4.0,3.0,155000.0
7498,Thigalarapalya,3 BHK,2215.0,4.0,2.0,154000.0
7499,Basapura,3 BHK,1440.0,3.0,2.0,72000.0
7500,Hennur Road,3 BHK,1186.0,2.0,2.0,55330.0
7501,Uttarahalli,3 BHK,1350.0,2.0,2.0,47240.0
7502,Hebbal,3 BHK,1800.0,3.0,2.0,140000.0
7503,Kudlu,3 BHK,1600.0,3.0,3.0,79000.0
7504,GM Palaya,2 BHK,1000.0,2.0,1.0,35000.0
7505,Cunningham Road,3 BHK,2275.0,3.0,3.0,285000.0
7506,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59000.0
7507,Binny Pete,3 BHK,1740.0,3.0,1.0,150000.0
7508,Malleshwaram,2 BHK,900.0,2.0,1.0,90000.0
7509,Benson Town,2 BHK,1567.0,3.0,0.0,140000.0
7510,Kambipura,3 BHK,1082.0,2.0,1.0,45500.0
7511,Nagarbhavi,2 BHK,1050.0,2.0,1.0,80000.0
7512,Atmananda Colony,2 BHK,1200.0,2.0,1.0,56000.0
7513,Begur,3 BHK,3500.0,4.0,2.0,185000.0
7514,Dasarahalli,2 BHK,1220.0,2.0,2.0,52000.0
7515,Binny Pete,3 BHK,1970.0,3.0,2.0,164000.0
7516,CMH Road,3 BHK,2665.0,3.0,1.0,350000.0
7517,Kanakapura,4 BHK,2130.0,4.0,0.0,120000.0
7518,Harlur,3 BHK,1749.0,3.0,2.0,120000.0
7519,Subramanyapura,2 BHK,1260.0,2.0,1.0,108000.0
7520,Doddaballapur,3 BHK,1100.0,2.0,1.0,48000.0
7521,6th Phase JP Nagar,2 BHK,1170.0,2.0,2.0,120000.0
7522,Ankappa Layout,3 BHK,1670.0,3.0,2.0,75000.0
7523,Hennur Road,3 BHK,2264.0,3.0,2.0,168000.0
7524,Byadarahalli,4 BHK,3500.0,5.0,,450000.0
7525,Begur,2 BHK,1100.0,2.0,2.0,55000.0
7526,Chandapura,2 BHK,674.0,1.0,1.0,19900.0
7527,Koramangala,2 BHK,1320.0,2.0,1.0,160000.0
7528,Vishveshwarya Layout,4 BHK,600.0,4.0,2.0,85000.0
7529,Electronics City Phase 1,2 BHK,1125.0,2.0,2.0,65000.0
7530,Nagavara,2 BHK,1125.0,2.0,2.0,44500.0
7531,Baba Nagar,2 BHK,700.0,2.0,1.0,29000.0
7532,BTM Layout,3 BHK,1300.0,2.0,1.0,75000.0
7533,JP Nagar,3 BHK,1600.0,3.0,2.0,83000.0
7534,Magadi Road,3 BHK,1052.0,2.0,1.0,60000.0
7535,Neelasandra,4 BHK,1140.0,3.0,1.0,145000.0
7536, Devarachikkanahalli,2 BHK,1130.0,2.0,2.0,36000.0
7537,Yediyur,4 BHK,1140.0,3.0,2.0,225000.0
7538,BTM 2nd Stage,3 BHK,2200.0,3.0,3.0,220000.0
7539,Electronic City,3 BHK,1500.0,2.0,1.0,63000.0
7540,Old Madras Road,3 BHK,1350.0,3.0,1.0,47250.0
7541,Gottigere,3 BHK,1230.0,2.0,2.0,52000.0
7542,Haralur Road,3 BHK,1520.0,2.0,2.0,85000.0
7543,Kanakpura Road,1 BHK,525.0,1.0,1.0,26250.0
7544,Hosa Road,2 BHK,1040.0,2.0,1.0,61000.0
7545,Upadhyaya Layout,3 BHK,1300.0,2.0,1.0,67000.0
7546,Old Airport Road,4 BHK,2690.0,4.0,3.0,201000.0
7547,Domlur,1 BHK,780.0,1.0,1.0,70000.0
7548,Panathur,2 BHK,1140.0,2.0,1.0,51200.0
7549,Chandapura,3 BHK,1225.0,3.0,1.0,33080.0
7550,Nagavarapalya,1 BHK,646.0,1.0,0.0,25840.0
7551,Cox Town,3 BHK,1600.0,3.0,1.0,150000.0
7552,Kadugodi,3 BHK,1890.0,4.0,3.0,125000.0
7553,Kadugodi,2 BHK,1050.0,2.0,1.0,34000.0
7554,Ittamadu,6 BHK,1200.0,4.0,2.0,100000.0
7555,Whitefield,3 BHK,1458.0,2.0,2.0,62000.0
7556,Naganathapura,5 BHK,1200.0,6.0,0.0,86000.0
7557,Green Glen Layout,3 BHK,1970.0,3.0,2.0,160000.0
7558,Whitefield,3 BHK,1808.0,4.0,0.0,80000.0
7559,Balagere,2 BHK,1007.0,2.0,1.0,67000.0
7560,Doddathoguru,2 BHK,1105.0,2.0,1.0,50000.0
7561,Lakshminarayana Pura,3 BHK,1700.0,3.0,3.0,150000.0
7562,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,3.0,50000.0
7563,Chandapura,2 BHK,1080.0,2.0,3.0,45000.0
7564,Kaggalipura,3 BHK,1150.0,2.0,1.0,62000.0
7565,Ramamurthy Nagar,2 BHK,1200.0,2.0,1.0,57900.0
7566,Jakkuru Layout,2 BHK,1200.0,2.0,1.0,54000.0
7567,Kudlu Gate,3 BHK,1656.0,3.0,2.0,75000.0
7568,bsk 6th stage 2ad block near sri conversation hall,4 BHK,600.0,4.0,2.0,87000.0
7569,KR Puram,2 BHK,1040.0,2.0,2.0,50000.0
7570,Hosur Road,2 BHK,1085.0,2.0,2.0,33700.0
7571,Virat Nagar,3 BHK,1215.0,2.0,2.0,49750.0
7572,NRI Layout,4 BHK,2150.0,4.0,2.0,115000.0
7573,Hoodi,4 BHK,1100.0,4.0,1.0,120000.0
7574,Panathur,2 BHK,1210.0,2.0,1.0,77000.0
7575,Kallumantapa,2 BHK,1050.0,2.0,1.0,55000.0
7576,"Annapoorneshwari Layout, JP nagar 7th phase",3 BHK,600.0,3.0,1.0,70000.0
7577,Iblur Village,3 BHK,1920.0,3.0,2.0,150000.0
7578,Uttarahalli,3 BHK,1250.0,2.0,1.0,50000.0
7579,Mysore Road,2 BHK,947.55,2.0,1.0,80000.0
7580,Malleshpalya,2 BHK,1421.0,2.0,1.0,90000.0
7581,Mudalpalaya,6 BHK,1050.0,4.0,2.0,155000.0
7582,Old Madras Road,3 BHK,1425.0,2.0,2.0,74310.0
7583,Budigere,2 BHK,1162.0,2.0,1.0,58000.0
7584,Whitefield,1 BHK,905.0,1.0,1.0,60000.0
7585,Sarjapur  Road,2 BHK,914.0,2.0,1.0,32000.0
7586,elachenahalli,2 BHK,1258.0,2.0,0.0,58000.0
7587,CV Raman Nagar,4 BHK,1100.0,4.0,2.0,220000.0
7588,Hormavu,4 BHK,3500.0,4.0,1.0,289000.0
7589,Poorna Pragna Layout,7 BHK,2400.0,6.0,,450000.0
7590,Ramagondanahalli,4 BHK,4200.0,4.0,,800000.0
7591,Whitefield,3 BHK,1537.0,2.0,3.0,70000.0
7592,Chikkalasandra,3 BHK,1230.0,2.0,2.0,53510.0
7593,B K Nagar,6 BHK,2400.0,5.0,2.0,300000.0
7594,Malleshwaram,3 BHK,2250.0,3.0,1.0,200000.0
7595,Hosur Road,4 BHK,2000.0,4.0,1.0,69000.0
7596,Vivek Nagar,8 BHK,3000.0,4.0,3.0,130000.0
7597,Kumaraswami Layout,4 BHK,2600.0,4.0,0.0,325000.0
7598,Indira Nagar,4 BHK,3200.0,3.0,2.0,250000.0
7599,Anjanapura,2 BHK,950.0,2.0,0.0,32000.0
7600,Marathahalli,4 BHK,4000.0,4.0,,200000.0
7601,Yelahanka,3 BHK,1282.0,2.0,1.0,48720.0
7602,Banashankari Stage III,2 BHK,1304.0,2.0,0.0,111000.0
7603,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200000.0
7604,Jakkur,3 BHK,1220.0,2.0,2.0,49000.0
7605,Budigere,3 BHK,1636.0,3.0,2.0,85000.0
7606,7th Phase JP Nagar,3 BHK,1415.0,3.0,1.0,65000.0
7607,Bommenahalli,3 BHK,15.0,3.0,1.0,217000.0
7608,Green Glen Layout,3 BHK,1728.0,3.0,2.0,125000.0
7609,7th Phase JP Nagar,3 BHK,1680.0,3.0,3.0,125000.0
7610,Venkatapura,2 BHK,1235.0,2.0,1.0,140000.0
7611,Yelachenahalli,4 BHK,900.0,2.0,1.0,115000.0
7612,Yelahanka,4 BHK,3990.0,4.0,1.0,260000.0
7613,Kasavanhalli,2 BHK,1495.0,2.0,2.0,83000.0
7614,Hennur Road,5 BHK,1500.0,5.0,1.0,175000.0
7615,Yeshwanthpur,3 BHK,2501.0,3.0,3.0,138000.0
7616,Kanakpura Road,1 BHK,381.0,1.0,0.0,28000.0
7617,Gopalapura,4 BHK,3301.8,5.0,2.0,570000.0
7618,Hennur Road,3 BHK,2002.0,3.0,2.0,120000.0
7619,Meenakunte,3 BHK,3200.0,3.0,0.0,260000.0
7620,Banjara Layout,2 BHK,1200.0,2.0,2.0,70000.0
7621,Sarjapur  Road,4 BHK,1500.0,3.0,0.0,235000.0
7622,Bommasandra,3 BHK,1942.0,3.0,,90000.0
7623,Electronics City Phase 1,3 BHK,1522.5,,,60750.0
7624,Thyagaraja Nagar,1 BHK,660.0,1.0,0.0,95000.0
7625,Banashankari Stage III,4 BHK,1200.0,6.0,2.0,170000.0
7626,Basavanna Nagar,3 BHK,1450.0,3.0,2.0,90000.0
7627,Electronic City,2 BHK,1039.0,2.0,1.0,50000.0
7628,Old Madras Road,2 BHK,1210.0,2.0,1.0,80000.0
7629,Attibele,2 BHK,995.0,1.0,1.0,24880.0
7630,Yelahanka,3 BHK,1620.0,3.0,2.0,90000.0
7631,Choodasandra,3 BHK,3204.0,4.0,3.0,395000.0
7632,Hebbal Kempapura,3 BHK,3408.0,3.0,3.0,260000.0
7633,Marathahalli,2 BHK,1314.0,2.0,3.0,55000.0
7634,Bisuvanahalli,2 BHK,945.0,2.0,1.0,33000.0
7635,Nehru Nagar,3 BHK,1374.0,3.0,2.0,72000.0
7636,Kanakpura Road,3 BHK,1603.0,3.0,3.0,113000.0
7637,Kengeri,3 BHK,1230.0,2.0,2.0,52000.0
7638, Basavangudi,1 RK,670.0,1.0,1.0,50000.0
7639,Sarjapur  Road,4 BHK,1864.0,3.0,2.0,105000.0
7640,Hosa Road,3 BHK,2500.0,3.0,2.0,100000.0
7641,Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,2.0,54000.0
7642,Whitefield,2 BHK,1186.0,2.0,3.0,55000.0
7643,KR Puram,8 BHK,1500.0,7.0,2.0,382000.0
7644,Electronic City,2 BHK,770.0,1.0,1.0,39900.0
7645,Varthur,2 BHK,1085.0,2.0,1.0,45000.0
7646,Dairy Circle,4 BHK,3754.0,6.0,2.0,480000.0
7647,Dodsworth Layout,3 BHK,1893.0,3.0,2.0,115000.0
7648,Thurahalli,4 BHK,600.0,3.0,2.0,65000.0
7649,Kundalahalli,3 BHK,1496.0,2.0,3.0,78000.0
7650,Chandapura,3 BHK,1305.0,3.0,1.0,33280.0
7651,Electronics City Phase 1,3 BHK,1550.0,2.0,2.0,82000.0
7652,Marathahalli,3 BHK,1200.0,2.0,1.0,58170.0
7653,Badavala Nagar,3 BHK,1494.0,2.0,2.0,94550.0
7654,Electronic City Phase II,2 BHK,1286.0,2.0,2.0,69000.0
7655,"Banashankari 6th stage , 2nd block",3 BHK,600.0,4.0,1.0,100000.0
7656,Hebbal,3 BHK,1860.0,3.0,2.0,95000.0
7657,Raghuvanahalli,1 BHK,425.0,1.0,1.0,750000.0
7658,Haralur Road,2 BHK,1243.0,2.0,2.0,45000.0
7659,Brookefield,2 BHK,1200.0,2.0,2.0,75000.0
7660,Sarjapur,2 BHK,1044.0,2.0,2.0,32000.0
7661,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,41590.0
7662,8th Phase JP Nagar,2 BHK,1125.0,2.0,2.0,36940.0
7663,Cunningham Road,3 BHK,3489.0,3.0,1.0,662000.0
7664,Subramanyapura,3 BHK,1278.0,2.0,2.0,59000.0
7665,Chelekare,6 BHK,2400.0,6.0,,98000.0
7666,Belatur,2 BHK,1250.0,2.0,1.0,43000.0
7667,Vijayanagar,5 BHK,2400.0,6.0,3.0,125000.0
7668,KR Puram,5 BHK,4166.0,5.0,,560000.0
7669,Lakshminarayana Pura,2 BHK,1210.0,2.0,2.0,75000.0
7670,8th Phase JP Nagar,4 BHK,1200.0,3.0,2.0,110000.0
7671,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,57840.0
7672,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,1.0,51150.0
7673,Kalena Agrahara,3 BHK,1450.0,3.0,3.0,100000.0
7674,Old Madras Road,3 BHK,1859.0,3.0,2.0,121000.0
7675,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,262000.0
7676,Attibele,2 BHK,900.0,1.0,1.0,25000.0
7677,Ramamurthy Nagar,3 BHK,1305.0,3.0,1.0,60000.0
7678,Srirampuram,3 BHK,1200.0,2.0,2.0,100000.0
7679,Thanisandra,1 BHK,784.0,1.0,0.0,35285.0
7680,Kasavanhalli,nan,5000.0,,,400000.0
7681,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,36800.0
